user_id,top10_recommendations,groundtruth
2344,"[260, 1198, 1270, 1240, 589, 1291, 2762, 1036, 2028, 480]","[1270, 2598, 1240, 2105, 1591, 260, 3421, 1573, 3536, 3114, 1663, 3827, 589, 2686]"
3311,"[1196, 1198, 1270, 1240, 1291, 1, 1265, 1923, 1136, 2762]","[449, 1196, 861, 3511, 1923, 3623, 1921, 1500, 1356, 203, 833, 3424, 2002, 2060, 700, 2447, 2329, 786, 2762, 3262, 1222, 1285, 1136, 524, 1513, 2889, 316, 1020, 39, 2001, 480, 2292, 1215, 450, 2393, 1918, 1198, 1240, 1641, 1777]"
4902,"[1291, 1240, 2571, 1, 2028, 1036, 589, 2000, 1610, 1387]","[3555, 1276, 1876, 3471, 3479, 1207, 3681, 969, 2951, 3451, 3489, 2080, 2406]"
1748,"[1221, 1208, 593, 3471, 1270, 296, 2028, 318, 1278, 2194]","[1210, 3366, 383, 2278, 3471, 1299, 2160, 3408, 2677, 678, 3090, 1401, 2028, 3516, 2788, 1178, 3062, 2949, 914, 1069, 1090, 1276, 2194, 3928, 955, 3507, 1704, 2671, 2311, 3201, 1960, 1845, 969, 2371]"
1347,"[318, 296, 2762, 1265, 1196, 50, 260, 1198, 1197, 1270]","[3793, 3796, 543, 3555, 296, 2572, 3751, 628, 3745, 150, 1573, 337, 1223, 1265, 2581, 3515, 3513, 555, 1658]"
637,"[1270, 1036, 1136, 3471, 593, 318, 2028, 1307, 2571, 2918]","[1265, 1307, 3107, 1250, 314, 3066, 1299, 2641, 3702, 541, 2953, 1103, 2077, 3020, 1610, 3196, 2948, 1961, 1997]"
1726,"[1240, 1198, 2571, 1210, 2000, 2028, 1197, 1270, 480, 541]","[3514, 2115, 2019, 861, 2028, 1198, 42, 1762, 60, 714, 1372]"
3721,"[296, 593, 1136, 1196, 260, 1198, 750, 1265, 1208, 2762]","[1207, 1280, 1358, 308, 535, 307, 3498, 296, 1635, 1968, 2395, 1193, 778, 1220, 2076, 30]"
368,"[50, 2028, 1196, 260, 589, 1265, 1036, 1358, 1240, 1270]","[372, 1769, 1694, 1610, 590, 3148, 708, 1265, 2028, 3751, 551, 428, 1204, 1095, 317, 3502, 253, 3897, 1785, 2231, 3326, 1271, 628, 3408, 2353, 2396, 3755, 266, 3256, 2959, 465, 3418, 161, 1589, 3105, 3555, 1729, 1395]"
5327,"[1270, 260, 2918, 2797, 1307, 1136, 1036, 1097, 2571, 1291]","[2115, 2997, 2011, 541, 2406, 1270, 1036, 2150, 2628, 3114, 2303, 2001, 1307, 2401, 2918]"
4141,"[2571, 2028, 1198, 260, 1265, 589, 1240, 1036, 590, 1]","[1678, 879, 2012, 153, 480, 235, 1717, 10, 1680, 3255, 1686, 517, 431, 590, 300, 1356, 3256, 1265, 1, 1876, 2028, 2571, 2908, 3274, 1883, 3418, 589, 2396, 3100, 380, 2391]"
5657,"[1196, 1198, 260, 356, 1270, 1240, 1036, 1210, 1197, 527]","[161, 1673, 356, 517, 1485, 3147, 316, 1089, 1358, 1093, 543, 1876, 21, 2424, 500]"
146,"[1270, 593, 1079, 1240, 2797, 1265, 750, 296, 527, 1394]","[3159, 3292, 1821, 1722, 1302, 3363, 2949, 950, 3362, 3483, 1135, 1939, 1079, 3097, 597, 1278, 1179, 1635, 1221, 1246, 2936, 2470, 3700, 914, 1103, 3251, 1080, 2746, 3834, 1247]"
3163,"[1196, 1198, 260, 318, 1240, 1265, 50, 527, 1307, 2797]","[1769, 39, 333, 3147, 2038, 3497, 1307, 1291, 541, 898, 260, 17, 318, 2160, 2989, 1198, 597, 1135, 2502, 648, 3703, 3693, 745, 3711, 529, 344, 2371, 924, 2714, 565, 1464, 1297, 1960, 2105, 1265, 908, 1185, 2527, 678, 2712, 1449, 527, 3197, 1258, 471, 2140, 50, 3704, 3763, 778, 3044, 2041, 522, 1089, 1120, 2734, 105, 2863, 177, 329, 1680, 899, 1223, 1196, 3148, 2395, 2470, 1148, 357, 1235, 1678, 1358, 3203, 2788, 2463, 3635, 3512, 661, 2997]"
4049,"[1196, 1291, 2000, 1270, 1610, 2194, 1136, 1220, 1208, 296]","[3701, 3153, 2401, 380, 1196, 3406, 3032, 2921, 3274, 1270, 2403, 2105, 434, 338, 3074, 435, 1610]"
1538,"[1196, 1270, 1197, 1265, 1198, 2571, 2918, 1136, 318, 296]","[356, 1372, 3448, 2028, 920, 10, 500, 2683, 1373, 2567, 2005, 3671, 1333, 1653, 1356]"
3304,"[1136, 527, 1240, 1270, 750, 1197, 2571, 541, 1036, 923]","[924, 1936, 1321, 2657, 3498, 1172, 1015, 1207, 2918, 1333]"
1299,"[2571, 1291, 593, 1387, 2000, 480, 1, 3471, 2028, 50]","[1466, 2080, 2533, 2048, 3081, 2571, 1281, 3624, 1387, 1, 532, 2115, 1924, 3471, 1220, 745, 2004, 2019, 2810, 2028, 861, 2641]"
3996,"[589, 1036, 1270, 2000, 2028, 1356, 1097, 316, 356, 2762]","[589, 2353, 1377, 1356, 2046, 2817, 158, 10, 2028, 3256, 1097, 173]"
5767,"[260, 1197, 2028, 2194, 1387, 296, 318, 1220, 2762, 1]","[1370, 2262, 10, 376, 507, 479, 786, 318, 1527, 292, 2628, 3147, 3510, 1129, 1690, 3704, 3398, 3175, 2762, 2002, 2028, 296, 50, 368, 1975, 2406, 1288, 3256]"
4655,"[1196, 1198, 1197, 593, 1265, 1307, 296, 2918, 858, 50]","[750, 2080, 902, 697, 1307, 1196, 3098, 852, 905, 515, 1376, 728, 1394, 1197, 1375, 2696, 1704, 3114, 2628, 954, 1755, 1265, 969, 1639]"
1717,"[296, 593, 1208, 318, 924, 527, 1221, 1247, 1079, 1193]","[2291, 506, 58, 1921, 2600, 3685, 671, 2672, 1193, 2863, 3081, 1513, 515, 296, 1376, 950, 1573, 1653, 3359, 99, 1247, 527, 1249, 2365, 3032, 924, 2659, 1176, 3897, 206, 2504, 1965, 1945, 1222, 3053, 3783, 150, 2012, 680]"
3994,"[1198, 1097, 1291, 1036, 1265, 1, 2797, 1220, 480, 2028]","[3448, 3033, 2393, 2396, 1573, 1376, 2863, 1641, 3408, 597, 1037, 750, 3629, 1207, 3196, 1247, 3623, 2641, 480, 1394, 1375]"
781,"[2571, 260, 1240, 1270, 356, 296, 1265, 2000, 2762, 1610]","[104, 1240, 2772, 3052, 180, 208, 1037, 3107, 2571, 2836]"
3481,"[260, 296, 1198, 318, 1136, 2997, 1208, 589, 1270, 1265]","[1080, 3108, 1175, 260, 2140, 1913, 1300, 1258, 1265, 2395, 1546, 1198, 1208, 1635, 3569, 2075, 2005]"
1427,"[1198, 318, 593, 1270, 1240, 296, 1197, 1, 2762, 1036]","[487, 266, 296, 2762, 1198, 2791, 3, 318, 1, 2376, 1639, 2005]"
1875,"[1097, 1210, 1136, 1291, 1036, 858, 593, 2918, 2797, 318]","[3301, 2115, 2186, 2424, 2692, 1286, 1210, 2371, 2001, 3685, 3097, 2918, 2671, 1097, 597, 1081, 2316, 2065, 902, 2406, 1220, 898, 1947, 1291, 357, 3703, 3398, 195, 3814, 2352, 1573, 908, 3061, 1722]"
2972,"[1196, 1240, 296, 1036, 1270, 2028, 1197, 593, 1291, 2762]","[1020, 223, 1777, 3535, 196, 1196, 3098, 1215, 1291, 441, 1589, 2396, 1047, 235, 380, 3253, 1090, 3052]"
4137,"[1265, 1197, 1136, 1198, 1196, 1968, 260, 296, 1923, 3210]","[342, 3210, 1197, 223, 3060, 1641, 2064, 3685, 2948, 2352]"
2547,"[1247, 1208, 908, 1221, 527, 1084, 1230, 1304, 1196, 541]","[955, 3468, 17, 951, 950, 922, 1036, 3683, 2028, 3011, 1945, 1247, 898, 2064, 920, 527, 908]"
2944,"[1198, 260, 1270, 1, 593, 2918, 296, 2571, 1097, 2762]","[818, 1500, 2502, 720, 1094, 551, 2699, 50, 1193, 3536, 316, 2012, 1923, 2064, 2959, 72, 728, 3072, 1446, 2805, 2248, 2908, 700, 2746, 1297, 3526, 3909, 58, 2390]"
5861,"[260, 1198, 1136, 1265, 1196, 593, 1079, 296, 318, 2918]","[2997, 2935, 3204, 2414, 905, 2983, 1036, 1370, 1079, 1953, 1278]"
2175,"[1270, 2028, 1, 1136, 480, 1097, 1610, 527, 858, 541]","[1270, 3873, 349, 3156, 2804, 1894, 3174, 3361, 541, 3173, 3342, 1079, 112, 198, 316, 2393]"
2590,"[260, 1240, 1198, 296, 593, 1270, 1197, 1210, 50, 1036]","[3727, 1387, 1965, 1249, 366, 2160, 2606, 1997, 3897, 1291, 1258, 1193, 188, 2159, 1717, 551, 2460, 177, 1673, 3949, 3081, 1356]"
1920,"[1196, 1036, 1097, 1291, 1197, 1387, 2797, 356, 3471, 2918]","[3362, 500, 2990, 2042, 2701, 1196, 3427, 3136, 2989, 1376, 1220, 2312, 1097, 2401, 2140, 356, 1356, 3255, 3639, 914, 2033, 2717, 802, 2021, 2268, 3363, 3508, 3082, 3471, 1465, 432]"
1018,"[1196, 1240, 2000, 1197, 1610, 1097, 858, 2194, 296, 527]","[541, 1097, 2951, 266, 368, 3682, 2058, 3444, 2000, 3421, 858, 1196, 1968]"
3436,"[858, 541, 1036, 1270, 296, 1387, 1097, 318, 1197, 1291]","[1090, 3682, 541, 3354, 3593, 2683, 2598, 3660, 553, 2395, 3864, 2961, 2401, 32, 1394]"
996,"[1198, 2571, 1240, 318, 1197, 1265, 1387, 1136, 1704, 590]","[2105, 2571, 3702, 494, 1376, 2476, 1207, 3681, 1704, 3703, 2395, 3300, 3361, 2470, 380, 1092, 1729, 2997, 1240, 539, 3727, 3274, 1198, 2921, 349, 2414]"
3471,"[1198, 2571, 2918, 1036, 1136, 2028, 1265, 1291, 2000, 1]","[1302, 1785, 1136, 3863, 316, 1594, 1228, 2571, 3624, 2021, 104, 32, 628, 2028, 714, 2193, 1198, 1261, 1884, 1732, 902, 62, 1265, 1222, 3897, 1466, 223, 1957, 1036, 1291, 2540, 1183, 3060, 1307, 1249, 1704, 1393, 2918, 3101, 3108, 150, 2000, 1089]"
3693,"[1196, 296, 2571, 2918, 1036, 1265, 527, 1097, 1387, 589]","[1036, 3911, 2019, 2991, 164, 1704, 1307, 589, 1968, 3081, 2076, 1250, 750, 2571, 3682, 1193, 1207, 3671, 1682, 3745, 647, 1372, 296, 2353, 1914, 2683, 477, 2948, 3424, 2951, 2918, 1196, 2302, 2641]"
482,"[1198, 1196, 260, 1136, 527, 1240, 1036, 1208, 1097, 2762]","[1888, 3040, 1231, 1090, 2792, 3, 3703, 3897, 3671, 3036, 2921, 2280, 508, 3868, 357, 1079, 1517, 1120, 697, 3148, 380, 1250, 1125, 3111, 1694, 1690, 1304, 1263, 1198, 3682, 273, 249, 3911, 1036, 553, 1291, 1945, 954, 3020, 1777, 1208, 2797, 3702, 10, 1727, 920, 3147]"
558,"[593, 296, 1196, 858, 1097, 1307, 1265, 1208, 3471, 1221]","[357, 1885, 3006, 1945, 1230, 1307, 141, 3471, 2692, 11, 3342, 1097, 2333, 2272, 3897, 1299, 150, 300, 1185, 2918, 1968, 1794, 954, 1958, 25, 593, 3448]"
1164,"[296, 1704, 1265, 1196, 1198, 260, 2396, 1270, 2762, 1358]","[1186, 17, 2065, 2248, 2391, 2268, 308, 590, 215, 1095, 351, 1704, 3536, 3103, 3418, 1641, 3247, 1413, 85, 1353, 2686, 2997, 348, 1730, 2976, 1271, 1729, 306, 480, 307]"
4082,"[1307, 1198, 1196, 527, 260, 2918, 1197, 50, 2762, 1097]","[1401, 3152, 1393, 2333, 745, 914, 2918, 3526, 3095, 2762, 527, 1307, 1223]"
4917,"[1270, 1196, 260, 1265, 1198, 1197, 1307, 2797, 750, 1240]","[541, 1028, 1270, 2243, 1197, 3421, 1279, 1732, 3334, 2657, 2141, 3210, 3506, 1964, 3044, 2116, 223, 1050]"
2668,"[1198, 1197, 1136, 1, 296, 318, 1240, 527, 2762, 1394]","[2000, 766, 480, 348, 3555, 1376, 2033, 1257, 2352, 1300, 3861, 3255, 1240, 2080, 955, 296, 2736]"
533,"[1387, 1097, 1610, 2194, 1079, 2797, 3471, 1221, 1968, 1089]","[3793, 1387, 1544, 3273, 3760, 3552, 1372, 2395, 3040, 112, 3624, 1221, 2302, 1193, 1376, 2194, 235, 2997, 1722, 3638, 1997, 70, 1089, 1261, 1258, 2278, 223, 1321, 2989, 10, 1517, 3082]"
505,"[1196, 1270, 1240, 1197, 2571, 1265, 1210, 1036, 1, 1097]","[288, 1356, 480, 1610, 1387, 541, 2571, 849, 1193, 3418, 1270, 2406]"
3422,"[1198, 1270, 1197, 1240, 296, 1220, 858, 2000, 1097, 1291]","[1307, 2248, 2613, 2117, 2134, 1272, 2028, 2261, 529, 3516, 1197, 2138, 3359, 3102, 2355, 1042, 1288, 2000, 555, 2968, 597, 21, 1238, 1302]"
5018,"[1247, 1198, 750, 1136, 3471, 1097, 50, 1307, 1250, 541]","[1250, 1247, 898, 1394, 1084, 3072, 1198, 1635, 3200, 1302, 950, 307, 1682, 3671, 3468, 1262, 3201, 750, 1228, 3169, 973, 3260, 1185, 2942, 1673, 105, 3359, 3147, 2132, 1210, 1172]"
303,"[296, 318, 593, 50, 1704, 1198, 1196, 1393, 260, 2918]","[1300, 1245, 337, 1148, 2908, 2677, 3360, 1183, 1958, 1743, 1054, 1653, 2912, 1057, 2394, 2371, 1393, 3536, 2359, 1673]"
3550,"[2571, 50, 1197, 2918, 1265, 1210, 541, 2762, 1, 1387]","[2683, 1997, 3671, 1091, 2788, 924, 2859, 3745, 1084, 1209, 3760, 2710, 2918, 3177, 3911, 3751, 1207, 1204, 3471, 2109, 3018, 2371, 2692, 2973]"
157,"[260, 1196, 296, 1136, 593, 1208, 1097, 1394, 1079, 527]","[3543, 2613, 527, 3421, 1301, 3263, 1196, 296, 3040, 2395, 3618, 3507, 3334, 2750, 3811, 2248, 428, 1639, 1372, 1230, 3703, 2396, 922, 1238, 1276, 1095, 2944, 260, 1304, 1223, 480, 314, 352, 3007, 3114, 1208, 2058, 1206, 1376, 2948, 2311]"
4605,"[296, 1704, 50, 1358, 858, 2028, 2762, 1198, 923, 1193]","[926, 475, 1914, 1466, 3147, 3148, 32, 265, 3176, 1358, 1694, 290]"
3957,"[1198, 1097, 2000, 593, 318, 2571, 527, 1291, 2918, 3471]","[1226, 1944, 920, 1247, 1263, 3591, 3060, 593, 969, 3471, 318, 3685, 3501, 3614, 1639, 2750, 1250, 924, 329, 1221, 3256, 1395]"
3075,"[296, 527, 1136, 1270, 1240, 750, 2762, 1387, 1210, 1208]","[2186, 1594, 3097, 3408, 3078, 2973, 527, 2161, 296, 2005, 950, 2357, 2731, 2947, 920, 1210, 590, 17, 2003, 1288, 2657]"
631,"[1196, 2571, 1240, 1197, 1136, 50, 2918, 1036, 858, 589]","[2359, 3526, 2968, 1883, 2184, 2076, 590, 2571, 923, 3152, 2186, 3157, 1947, 3361, 2099, 1206, 3036, 1747, 1197, 2015, 3098, 3701, 2384, 39, 2918, 1079, 3081, 3147]"
3080,"[1136, 593, 1198, 260, 1196, 1270, 527, 1278, 1307, 1]","[2575, 2352, 2973, 1307, 429, 1704, 671, 551, 3200, 3365, 104, 2657, 1546, 2028, 496, 1175, 1965, 3706, 1207, 3364, 1500, 1198, 1172, 3685, 1278, 3911, 1682, 216, 2109, 1300, 593, 745, 1963, 70, 562, 1094, 2076, 3448, 1304, 1235, 235, 1285, 3267, 589, 1231, 2908, 3253, 2692, 3499, 3317, 3328, 322, 3422, 1206, 260, 1215, 1211, 1673, 1089, 58, 3408, 2144, 1196, 3471, 1136]"
3715,"[2571, 1197, 1291, 480, 1036, 2000, 1136, 2762, 1610, 2174]","[2968, 2141, 1215, 3033, 2005, 2857, 2797, 1028, 1690, 346, 2139, 1373, 2762, 3489, 480, 1920, 3759, 2396, 2641, 3793, 1591, 29, 3802, 2012, 3114, 1093, 2174, 2294, 3623, 2657]"
5349,"[296, 593, 1265, 1198, 260, 1394, 1079, 858, 2797, 1247]","[52, 373, 1131, 2384, 1193, 508, 58, 2683, 1293, 1280, 2750, 2671, 2908, 357, 2973, 1265, 3516, 509, 1958, 3247, 2575, 1304, 3111, 3267, 3108, 2804, 3363]"
137,"[1196, 260, 1198, 593, 2762, 1240, 1610, 1210, 1270, 1036]","[1513, 3157, 2394, 383, 1920, 1610, 2692, 50, 648, 2762, 11, 527, 357, 1372, 590]"
5263,"[1610, 1270, 541, 2028, 2194, 1097, 480, 1221, 1136, 1220]","[1215, 541, 3062, 3654, 2028, 1304, 3702, 2949, 2944, 2527]"
3780,"[1136, 2918, 1291, 3471, 1265, 1387, 858, 1079, 2791, 2194]","[3210, 50, 2918, 551, 1376, 1091, 1291, 661, 671, 1951, 1222, 2692, 3704, 1257, 2340, 1094, 3471, 223, 3017, 32, 1204, 173, 3397, 3036]"
4022,"[1196, 1240, 1270, 1210, 1197, 1291, 1097, 318, 2000, 296]","[1094, 527, 1193, 969, 858, 1270, 2707, 1207, 3654, 1356, 1250, 1240, 2628, 253, 296, 1500, 3471, 2406, 3763, 1196, 2000]"
212,"[1198, 1196, 260, 2571, 1210, 1610, 1265, 356, 1097, 2194]","[2791, 2064, 786, 380, 1393, 1079, 11, 3451, 480, 2352, 1523, 2174, 648, 1198, 1485, 2268]"
4361,"[260, 1198, 2571, 1240, 318, 1197, 589, 1291, 1136, 356]","[60, 3342, 260, 1258, 2872, 1172, 1247, 2406, 1304, 105, 1023]"
4345,"[296, 1265, 593, 858, 923, 2791, 1240, 1208, 1968, 2762]","[2065, 1678, 932, 1885, 3260, 1387, 1179, 1380, 3548, 1968, 296, 923, 1235, 1946, 1302, 1682, 11, 1096, 745, 585, 3408, 3363, 2395, 1527, 1291, 3359, 1500, 1680, 3424, 3358, 1148, 3479, 3751, 150, 39, 3556, 1923, 1023, 2291]"
2378,"[318, 356, 1196, 1198, 1036, 260, 1240, 1610, 1, 1265]","[2302, 337, 3697, 1573, 2539, 1878, 357, 1544, 186, 3120, 104, 2433, 1377, 1, 1894, 356]"
3562,"[1036, 2762, 356, 1291, 2797, 2028, 1136, 50, 527, 2194]","[1188, 1680, 2263, 2268, 1377, 480, 1081, 2942, 2791, 3512, 2150, 1036, 3044, 920, 3161, 597, 1717, 3882, 376, 3020, 3254, 32, 1682, 3264, 1291, 1380, 2115, 3210, 356, 2240, 3072, 2302, 3418, 3568, 1092, 914, 3793, 543, 3915, 2968, 1961, 1257, 3526]"
5762,"[1270, 1197, 1240, 1307, 2571, 2918, 318, 1291, 1036, 1265]","[1193, 1485, 2294, 1307, 1270, 2393, 830, 2533, 1959, 1081, 1920, 3448, 1968, 2340, 150, 1958, 1375, 2115, 1356, 1208, 2431, 3255, 1376, 3114, 3095, 32, 2532, 1278, 356, 1371, 1012]"
4981,"[593, 1265, 1247, 318, 527, 1394, 750, 260, 1198, 50]","[3260, 1180, 2671, 265, 1493, 1732, 2759, 337, 3451, 1265, 1238, 1221, 802, 1247, 3683, 514, 58, 357, 1466, 535, 2357, 306, 3030, 318, 1041, 3175, 1279, 2731, 1666, 72, 2883, 568, 555]"
1600,"[1270, 1240, 1197, 1136, 2918, 593, 1, 1220, 1307, 318]","[141, 3489, 1641, 1220, 1963, 924, 2371, 3549, 1894, 480, 1136, 1961, 1240, 1356, 2942, 1084, 2863, 2991, 969, 1129, 2259, 1297, 1270, 2689, 2872, 380, 356, 3471, 2302, 2815]"
1231,"[1198, 50, 2028, 2762, 1240, 527, 1270, 1210, 1197, 1265]","[1, 1097, 1136, 1210, 1240, 923, 1198, 527, 1387, 2329, 1258, 1221, 3328, 1089]"
2259,"[296, 858, 1198, 260, 1196, 1247, 750, 1265, 1208, 923]","[342, 32, 2352, 1150, 1097, 296, 3730, 1299, 1300, 1673, 2970, 3516, 1959, 2000, 2395, 2948, 1307, 17, 2969, 1247, 1148, 914, 3543, 3176, 3471, 314, 2791, 1265, 2699, 2028, 3683, 3011, 150, 3201, 750]"
4363,"[1198, 1196, 1240, 2571, 1270, 2000, 1097, 1610, 1197, 2028]","[3751, 3615, 3814, 1304, 2028, 1198, 1196, 593, 329, 1610, 648, 316, 1544, 1031, 3507, 1280, 2006, 2095, 3671, 2866, 1148, 1206]"
1757,"[1198, 589, 318, 296, 1036, 1136, 1265, 1291, 50, 32]","[3108, 2248, 1653, 2841, 3949, 1690, 446, 2046, 1370, 2797, 1732, 3527, 480, 1265, 2872, 2340, 1876, 3147, 2406, 539, 1527, 2968, 349, 50, 32, 356, 2141, 852, 2193, 1573]"
117,"[1196, 1291, 1097, 480, 1387, 1136, 3471, 1220, 1, 593]","[2968, 480, 1387, 2476, 1265, 10, 44, 172, 2311, 1291, 1023, 1220, 349, 921, 2710, 551, 2161, 3479, 2105, 924, 3927, 3403, 2657, 2365, 3375, 1196, 2012, 1704, 3197, 2043, 2140, 3793, 2635]"
4973,"[260, 318, 593, 1270, 1197, 1136, 2396, 1265, 296, 2028]","[318, 1704, 3448, 1084, 296, 2469, 3360, 1090, 150, 3456, 1302, 2312, 3526, 1172, 2396]"
2125,"[260, 2571, 1240, 1270, 593, 296, 2028, 2762, 318, 1097]","[2571, 260, 3418, 1641, 1265, 2396, 914, 232, 2394, 1947, 1025, 349, 3615, 3114, 1240, 2746, 661, 858, 1591, 2624, 2139]"
3205,"[2571, 2028, 1270, 1265, 1036, 1097, 480, 1393, 1307, 2000]","[1015, 2571, 1485, 1304, 329, 300, 280, 597, 3247, 1270, 1371, 1393, 1307, 1732, 316, 1265, 1883]"
1667,"[260, 1196, 2571, 1291, 2194, 589, 1210, 593, 1270, 480]","[2194, 494, 3682, 1291, 3623, 1208, 3654, 1250, 590, 1084, 3628, 1589, 2949, 1552, 2002, 2268, 3763, 3020, 2441, 3074, 1094, 2699, 553, 3196, 480, 2921, 296, 2006, 1527, 3066]"
3940,"[318, 593, 260, 50, 1265, 1394, 1197, 2797, 1, 1240]","[3359, 388, 2702, 1968, 1197, 2395, 3408, 1701, 2011, 515, 1997, 633, 1293, 52, 541, 3020, 589, 1965, 3676, 2943, 2852, 2872, 3188, 58, 1387, 2043, 1704, 1172, 1, 3551, 1288, 1227, 3512, 1276, 3498, 1673, 1057, 1231, 1130]"
2764,"[593, 1198, 1196, 1270, 541, 2571, 1304, 1278, 2918, 1387]","[1729, 2819, 1230, 920, 1960, 2863, 2671, 428, 3468, 1923, 1042, 1196, 593, 2571, 3801, 1293, 30, 590, 161, 2826, 1188, 2852, 3507, 541, 1947, 1939, 3006, 2731, 3347, 1185, 265, 3019, 2921, 3700, 1936, 529, 2248, 2312]"
3345,"[1198, 2000, 260, 1240, 1291, 2571, 356, 1210, 1197, 1610]","[2302, 2051, 3671, 3363, 1923, 87, 193, 2791, 3107, 356, 3827, 1379, 3196, 2000, 3114]"
4322,"[1097, 296, 1036, 1240, 356, 1197, 2571, 2918, 2000, 1265]","[357, 2406, 500, 3451, 3675, 2469, 1302, 3101, 1263, 597, 3100, 3360, 62, 1961, 1380, 1097, 3510, 2399, 3255, 356]"
736,"[1196, 1198, 1240, 593, 318, 1197, 1265, 1, 480, 1291]","[3053, 1544, 2959, 3793, 2791, 223, 3515, 3513, 3176, 1196, 2710, 1704, 1249, 593]"
162,"[2571, 1198, 1196, 260, 1240, 1210, 1270, 1291, 1610, 593]","[1573, 344, 104, 1500, 3452, 1918, 1265, 2861, 19, 2443, 3821]"
5128,"[260, 1198, 1196, 1387, 593, 2571, 750, 1136, 541, 296]","[1333, 1262, 745, 1394, 1207, 3730, 2353, 3471, 593, 2406, 3363, 1321, 2000, 2863]"
3210,"[50, 858, 2997, 923, 2762, 1208, 750, 1193, 260, 2396]","[562, 2707, 1163, 2997, 1361, 3127, 3706, 3328, 2186, 3163, 128, 388, 3219, 3203, 2908, 3334]"
2407,"[1136, 750, 260, 1198, 1230, 296, 1208, 593, 1278, 1196]","[1278, 1212, 615, 1186, 3363, 954, 3095, 3044, 1304, 1172, 1238, 1136, 1230, 1270, 1265]"
4543,"[318, 1197, 2918, 1079, 3471, 235, 2000, 1358, 1090, 1704]","[247, 2474, 3423, 1187, 2352, 3499, 2435, 2600, 1197, 2391, 3735, 2469, 3535, 2202, 3036, 2959, 2844, 538, 1249, 2750, 2110, 908, 1946, 3608, 1235, 920, 2883, 1321, 1719, 1358, 3263, 1178, 1884, 3551, 1747, 1080, 1361, 1834, 3507, 235, 17, 1395, 1207, 2312, 3794, 1090, 1190, 2692, 1258, 3106, 322, 1185, 551, 3471, 2693, 1245, 1079, 3852]"
695,"[260, 1240, 1270, 1036, 589, 1197, 593, 2918, 1097, 2000]","[3101, 2846, 527, 2692, 3408, 2406, 1097, 1089, 2263, 2141, 2145, 593]"
1333,"[1196, 1240, 1270, 50, 1097, 527, 2194, 1079, 1210, 2000]","[2872, 471, 1090, 671, 223, 3745, 2672, 21, 1196, 3153, 2791, 2000, 1945, 3793, 1370, 2194, 1639, 2391, 50, 1147, 1272, 3927, 3479, 1729, 920, 3201, 2352, 1250, 1254, 555, 3735, 1732, 246, 492, 3683, 3635, 1249, 1125]"
3815,"[1198, 1196, 1197, 1136, 296, 593, 1265, 318, 2797, 1097]","[1221, 3760, 2797, 3263, 322, 1257, 2750, 1923, 1288, 3362, 1196, 2406, 3450, 1265, 1262, 3506, 1394, 1198, 527]"
2064,"[260, 1247, 1304, 1198, 908, 1136, 1196, 541, 1387, 1250]","[3200, 1250, 1231, 628, 495, 3114, 373, 1921, 1207, 2661, 1945, 1228, 3101, 1196, 3629, 1939, 932, 527, 908, 2184, 1178, 3730, 260, 745, 3551, 2202, 2019]"
2383,"[1198, 1196, 2797, 1097, 1079, 1291, 2791, 2571, 1394, 318]","[3489, 2302, 1293, 541, 52, 1079, 589, 2469, 2414, 2359, 1291, 1235, 902, 1246, 750, 2091, 2145, 3396, 2369, 3512, 2993, 1097, 3072, 543, 3052, 2949, 728, 12, 1394, 2797, 337, 743, 10, 2376, 1198, 2115, 2150, 905, 1196, 2791, 2710, 551, 2080, 3210, 107, 3082, 1722, 1777]"
1057,"[1196, 1198, 1136, 1240, 2571, 1197, 541, 3471, 318, 296]","[936, 3030, 2571, 2019, 3911, 2355, 1196, 589, 954, 1041, 1301, 1185, 1240, 2976, 1304, 1228]"
336,"[1270, 1198, 1356, 1527, 1376, 316, 1036, 1291, 2628, 1197]","[2012, 32, 1037, 2628, 1373, 2450, 2672, 2641, 1376, 1653, 1527, 1356, 1372, 3452, 2009, 316, 1270]"
5780,"[1036, 1198, 1196, 589, 318, 2000, 593, 1240, 260, 380]","[1092, 391, 3249, 593, 2505, 318, 1923, 1084, 458, 707, 786, 2108, 349, 19, 589, 1221]"
1367,"[1240, 1136, 1, 1097, 1036, 1291, 593, 1079, 296, 589]","[1240, 1148, 1220, 1517, 3253, 2470, 1097, 1, 2736, 3527, 2836, 1304, 590, 899, 1876, 32, 597, 3552, 3264, 543, 2302, 1895, 380, 750, 1376, 2311, 1527]"
1077,"[1208, 1196, 1247, 527, 3471, 1278, 2571, 1228, 2028, 1270]","[1245, 3018, 3467, 2076, 1247, 3334, 2983, 1635, 3266, 527, 555, 1228, 1945, 2459, 1041, 3635, 1208, 235, 2973, 2857, 2966, 2726, 2291, 1834, 1196, 714, 920, 1963, 1036]"
5441,"[260, 1198, 1196, 1240, 593, 1270, 1387, 1136, 318, 1221]","[1221, 1884, 1012, 1090, 2105, 1370, 1250, 593, 1147, 3683, 3608, 2134, 1270, 141, 1918, 2174, 2000]"
2952,"[923, 1208, 1136, 541, 1197, 2028, 2571, 1394, 3471, 2762]","[541, 759, 3783, 1231, 1639, 2959, 3267, 1197, 1028, 923, 1249, 3006, 247, 480, 1280, 1250, 2948, 2949, 2731, 1188, 932]"
