user_id,history,candidates,ground_truth
1301,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 555: True Romance (Genres: Action, Thriller, Crime, Romance; Language: en; Overview: Clarence marries Alabama, steals cocaine, and faces vengeful pursuers.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2355: A Bug's Life (Genres: Adventure, Animation, Comedy, Family; Language: en; Overview: Ant Flik recruits warrior bugs to protect colony from grasshoppers.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3111: Places in the Heart (Genres: Drama, Family; Language: en; Overview: Widow and family struggle to run cotton farm with friends.),Movie 3175: Galaxy Quest (Genres: Comedy, Family, Science Fiction; Language: en; Overview: 1970s sci-fi stars help aliens against oppressive regime in space.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
1303,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 215: Before Sunrise (Genres: Drama, Romance; Language: en; Overview: American boy and French girl connect in Vienna's fairytale love.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 1884: Fear and Loathing in Las Vegas (Genres: Adventure, Drama, Comedy; Language: en; Overview: Sportswriter and lawyer embark on a drug-fueled Vegas adventure.),Movie 1904: Henry Fool (Genres: Comedy, Drama; Language: en; Overview: Egocentric man changes lives of shy garbageman and sister.),Movie 2351: Nights of Cabiria (Genres: Drama; Language: it; Overview: Cabiria seeks happiness after betrayal, facing life's harsh realities.),Movie 3618: Small Time Crooks (Genres: Action, Comedy, Crime; Language: en; Overview: Crook and wife get rich from failed bank job's success.),Movie 3677: Baraka (Genres: Documentary; Language: en; Overview: A stunning documentary exploring life through landscape and time.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
1306,"Movie 20: Money Train (Genres: Action, Comedy, Crime; Language: en; Overview: Vengeful cop steals subway fares; brother cop attempts protection.),Movie 988: Grace of My Heart (Genres: Drama, Comedy, Music; Language: en; Overview: Denise sacrifices her career, writes hits, ultimately records her own.),Movie 1147: When We Were Kings (Genres: Documentary; Language: en; Overview: Ali and Foreman fight in Zaire, promoted by Don King.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1855: Krippendorf's Tribe (Genres: Comedy, Drama, Family; Language: en; Overview: Anthropologist fabricates tribe with children's help, facing rival's threat.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3264: Buffy the Vampire Slayer (Genres: Action, Comedy, Horror; Language: en; Overview: Buffy, cheerleader, battles vampires while pursuing her dreams.),Movie 3830: Psycho Beach Party (Genres: Comedy; Language: en; Overview: 1960s beach movie spoof with slasher elements and identity disorder.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.),Movie 3950: Tigerland (Genres: Drama, War; Language: en; Overview: Recruits undergo Advanced Infantry Training at Fort Polk before Vietnam.)",,
1311,"Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 480: Jurassic Park (Genres: Adventure, Science Fiction; Language: en; Overview: Entrepreneur's dinosaur theme park fails; dinosaurs escape, chaos ensues.),Movie 1028: Mary Poppins (Genres: Comedy, Family, Fantasy; Language: en; Overview: Mary Poppins, a magical nanny, helps Banks children with adventures.),Movie 1097: E.T. the Extra-Terrestrial (Genres: Science Fiction, Adventure, Family, Fantasy; Language: en; Overview: Gentle alien befriends boy; illness leads to government intervention.),Movie 1272: Patton (Genres: Drama, History, War; Language: en; Overview: ""Patton"" depicts the general's WWII exploits and personal flaws.),Movie 2009: Soylent Green (Genres: Mystery, Science Fiction, Thriller; Language: en; Overview: Detective uncovers state secret, targeted for murder in overpopulated Earth.),Movie 2080: Lady and the Tramp (Genres: Family, Animation; Language: en; Overview: Lady, a cocker spaniel, adventures with Tramp, a mongrel dog.),Movie 2103: Tall Tale (Genres: Adventure; Language: en; Overview: Boy inspired by legends fights evil baron to save farm.),Movie 2174: Beetlejuice (Genres: Fantasy, Comedy; Language: en; Overview: Young couple becomes poltergeists, seek help to scare new owners.),Movie 3489: Hook (Genres: Adventure, Fantasy, Comedy, Family; Language: en; Overview: Peter Pan becomes a lawyer; Hook kidnaps his children, redemption follows.)",,
1317,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 1132: Manon of the Spring (Genres: Drama; Language: fr; Overview: Manon seeks revenge against those responsible for her father's death.),Movie 1958: Terms of Endearment (Genres: Drama, Comedy; Language: en; Overview: Mother and daughter navigate life's challenges and relationships over years.),Movie 2259: Blame It on Rio (Genres: Comedy, Romance; Language: en; Overview: Matthew falls for best friend's daughter, causing familial conflict.),Movie 2297: What Dreams May Come (Genres: Drama, Fantasy, Romance; Language: en; Overview: Chris Neilson risks hell to reunite with his wife, Annie.),Movie 2732: Jules and Jim (Genres: Drama, Romance; Language: fr; Overview: Two friends love the same woman, complicating their friendship.),Movie 2935: The Lady Eve (Genres: Comedy, Romance; Language: en; Overview: Love, misunderstanding, disguise; Jean torments Charles after their split.),Movie 3682: Magnum Force (Genres: Action, Crime, Thriller; Language: en; Overview: Dirty Harry hunts rogue cops committing gruesome murders in San Francisco.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.),Movie 3928: Abbott and Costello Meet Frankenstein (Genres: Comedy, Horror; Language: en; Overview: Two freight handlers encounter Dracula, Frankenstein, and the Wolf Man.)",,
1320,"Movie 21: Get Shorty (Genres: Comedy, Thriller, Crime; Language: en; Overview: Miami mobster Chili Palmer discovers Hollywood's similarities to organized crime.),Movie 555: True Romance (Genres: Action, Thriller, Crime, Romance; Language: en; Overview: Clarence marries Alabama, steals cocaine, and faces vengeful pursuers.),Movie 593: The Silence of the Lambs (Genres: Crime, Drama, Thriller; Language: en; Overview: FBI trainee seeks clues from cannibal psychiatrist; chaos ensues.),Movie 1196: The Empire Strikes Back (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Luke trains with Yoda; rebels face capture and betrayal.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1610: The Hunt for Red October (Genres: Action, Adventure, Thriller; Language: en; Overview: Soviet sub vanishes; U.S. Navy and CIA investigate possible intentions.),Movie 1953: The French Connection (Genres: Action, Crime, Thriller; Language: en; Overview: Detective Doyle pursues a French dealer linked to heroin smuggling.),Movie 2571: The Matrix (Genres: Action, Science Fiction; Language: en; Overview: In the 22nd century, a hacker joins rebels against computers.),Movie 2692: Run Lola Run (Genres: Action, Drama, Thriller; Language: de; Overview: Lola must quickly raise money to save Manni from danger.),Movie 3418: Thelma & Louise (Genres: Drama, Thriller, Crime, Adventure; Language: en; Overview: Louise and Thelma flee after shooting a rapist, strengthening friendship.)",,
1321,"Movie 1097: E.T. the Extra-Terrestrial (Genres: Science Fiction, Adventure, Family, Fantasy; Language: en; Overview: Gentle alien befriends boy; illness leads to government intervention.),Movie 1246: Dead Poets Society (Genres: Drama; Language: en; Overview: Teacher inspires students to rebel against convention at boarding school.),Movie 1300: My Life as a Dog (Genres: Drama, Comedy; Language: sv; Overview: Brothers are separated to help their ill mother rest.),Movie 1394: Raising Arizona (Genres: Comedy, Crime; Language: en; Overview: Coen Brothers' absurd family story features a baby kidnapping chase.),Movie 1958: Terms of Endearment (Genres: Drama, Comedy; Language: en; Overview: Mother and daughter navigate life's challenges and relationships over years.),Movie 2174: Beetlejuice (Genres: Fantasy, Comedy; Language: en; Overview: Young couple becomes poltergeists, seek help to scare new owners.),Movie 2797: Big (Genres: Fantasy, Drama, Comedy, Romance, Family; Language: en; Overview: Boy wishes to be big, wakes up as adult overnight.),Movie 2804: A Christmas Story (Genres: Comedy, Family; Language: en; Overview: Young Ralph hilariously struggles to convince others about a B.B. gun.),Movie 2918: Ferris Bueller's Day Off (Genres: Comedy; Language: en; Overview: Ferris Bueller skips school in Chicago with friends and girlfriend.),Movie 3111: Places in the Heart (Genres: Drama, Family; Language: en; Overview: Widow and family struggle to run cotton farm with friends.)",,
1322,"Movie 900: An American in Paris (Genres: Drama, Comedy, Music, Romance; Language: en; Overview: American painter in Paris navigates friendship, love, and ambition.),Movie 907: The Gay Divorcee (Genres: Comedy, Music, Romance; Language: en; Overview: Guy unknowingly becomes involved in Mimi's deceptive love affair.),Movie 2539: Analyze This (Genres: Comedy, Crime; Language: en; Overview: Mafia racketeer seeks therapy for panic attacks; psychiatrist faces challenges.),Movie 2732: Jules and Jim (Genres: Drama, Romance; Language: fr; Overview: Two friends love the same woman, complicating their friendship.),Movie 2805: Mickey Blue Eyes (Genres: Comedy, Crime, Romance; Language: en; Overview: Auctioneer proposes to mafia kingpin's daughter, faces unexpected demands.),Movie 2972: Red Sorghum (Genres: Drama, War; Language: zh; Overview: Leper dies; wife and lover establish community, resist invaders.),Movie 3038: A Face in the Crowd (Genres: Drama; Language: en; Overview: Lonesome Rhodes rises from guitar picker to media and political star.),Movie 3251: Agnes of God (Genres: Drama, Mystery; Language: en; Overview: Psychiatrist evaluates novice's competency in newborn's murder case.),Movie 3549: Guys and Dolls (Genres: Comedy, Music, Romance; Language: en; Overview: Gambler and missionary fall in love amid a hidden bet.),Movie 3740: Big Trouble in Little China (Genres: Action, Adventure, Comedy, Fantasy; Language: en; Overview: Trucker Jack battles sorcerer Lo Pan for Wang's green-eyed fiancée.)",,
1323,"Movie 39: Clueless (Genres: Comedy, Drama, Romance; Language: en; Overview: Cher, a popular matchmaker, learns lessons about love and identity.),Movie 902: Breakfast at Tiffany's (Genres: Comedy, Drama, Romance; Language: en; Overview: Holly and Paul fall in love; her past complicates romance.),Movie 1103: Rebel Without a Cause (Genres: Drama; Language: en; Overview: Teen Jim Stark faces challenges after moving, including love, conflict.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1300: My Life as a Dog (Genres: Drama, Comedy; Language: sv; Overview: Brothers are separated to help their ill mother rest.),Movie 1394: Raising Arizona (Genres: Comedy, Crime; Language: en; Overview: Coen Brothers' absurd family story features a baby kidnapping chase.),Movie 1959: Out of Africa (Genres: Drama; Language: en; Overview: Danish author Karen Blixen's life in Africa, 20th century.),Movie 2080: Lady and the Tramp (Genres: Family, Animation; Language: en; Overview: Lady, a cocker spaniel, adventures with Tramp, a mongrel dog.),Movie 3874: A Couch in New York (Genres: Romance, Comedy; Language: en; Overview: Psychoanalyst exchanges flats, faces chaos with unexpected social complications.)",,
1325,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 899: Singin' in the Rain (Genres: Comedy, Music, Romance; Language: en; Overview: Silent film stars face romance and voice challenges in Hollywood.),Movie 907: The Gay Divorcee (Genres: Comedy, Music, Romance; Language: en; Overview: Guy unknowingly becomes involved in Mimi's deceptive love affair.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1951: Oliver! (Genres: Drama, Family, Music; Language: en; Overview: Musical adaptation of Oliver Twist about an orphan and thieves.),Movie 1963: Take the Money and Run (Genres: Comedy, Crime; Language: en; Overview: Virgil Starkwell: an inept bank robber's life and adventures.),Movie 2788: And Now for Something Completely Different (Genres: Comedy; Language: en; Overview: Film spin-off featuring favorite sketches from Monty Python's Flying Circus.),Movie 3893: Nurse Betty (Genres: Comedy, Crime, Thriller; Language: en; Overview: Betty lives in an alternate reality, embracing imaginary love.)",,
1328,"Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 480: Jurassic Park (Genres: Adventure, Science Fiction; Language: en; Overview: Entrepreneur's dinosaur theme park fails; dinosaurs escape, chaos ensues.),Movie 527: Schindler's List (Genres: Drama, History, War; Language: en; Overview: Oskar Schindler saved over a thousand Jewish lives in WWII.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1036: Die Hard (Genres: Action, Thriller; Language: en; Overview: NYPD cop battles terrorists to save hostages and reconcile wife.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 3471: Close Encounters of the Third Kind (Genres: Science Fiction, Drama; Language: en; Overview: UFO encounter compels worker to wilderness for a spectacular event.),Movie 3740: Big Trouble in Little China (Genres: Action, Adventure, Comedy, Fantasy; Language: en; Overview: Trucker Jack battles sorcerer Lo Pan for Wang's green-eyed fiancée.)",,
1329,"Movie 786: Eraser (Genres: Action, Drama, Mystery, Thriller; Language: en; Overview: U.S. Marshal protects witness, uncovers corruption, risks his life.),Movie 1129: Escape from New York (Genres: Science Fiction, Action; Language: en; Overview: Manhattan prison holds criminals; soldier Snake Plissken must rescue President.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 1552: Con Air (Genres: Action, Thriller, Crime; Language: en; Overview: Criminals hijack a plane; Cameron Poe seeks family reunion.),Movie 2502: Office Space (Genres: Comedy, Crime; Language: en; Overview: Three workers plot to embezzle money from their employers.),Movie 2539: Analyze This (Genres: Comedy, Crime; Language: en; Overview: Mafia racketeer seeks therapy for panic attacks; psychiatrist faces challenges.),Movie 2717: Ghostbusters II (Genres: Comedy, Fantasy; Language: en; Overview: Ghostbusters return to help Dana with new ghostly threats.),Movie 2805: Mickey Blue Eyes (Genres: Comedy, Crime, Romance; Language: en; Overview: Auctioneer proposes to mafia kingpin's daughter, faces unexpected demands.),Movie 3555: U-571 (Genres: Action, Drama, Thriller, War; Language: en; Overview: Allies seize opportunity to capture Enigma after U-boat SOS.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
1331,"Movie 527: Schindler's List (Genres: Drama, History, War; Language: en; Overview: Oskar Schindler saved over a thousand Jewish lives in WWII.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1272: Patton (Genres: Drama, History, War; Language: en; Overview: ""Patton"" depicts the general's WWII exploits and personal flaws.),Movie 2467: The Name of the Rose (Genres: Drama, Thriller, Mystery; Language: en; Overview: William of Baskerville investigates murders at a monastery, defying authority.),Movie 2707: Arlington Road (Genres: Drama, Thriller, Mystery; Language: en; Overview: College professor's paranoia escalates with unsettling new neighbors' arrival.),Movie 2805: Mickey Blue Eyes (Genres: Comedy, Crime, Romance; Language: en; Overview: Auctioneer proposes to mafia kingpin's daughter, faces unexpected demands.),Movie 3512: Return to Me (Genres: Romance, Comedy, Drama; Language: en; Overview: Widowed architect falls for waitress on blind date; truth revealed.),Movie 3735: Serpico (Genres: Crime, Drama, History; Language: en; Overview: Honest NYC cop battles corruption within a flawed system.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.),Movie 3951: Two Family House (Genres: Drama, Romance; Language: en; Overview: Frustrated crooner Buddy faces challenges with tenants and dreams.)",,
1333,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 1552: Con Air (Genres: Action, Thriller, Crime; Language: en; Overview: Criminals hijack a plane; Cameron Poe seeks family reunion.),Movie 2467: The Name of the Rose (Genres: Drama, Thriller, Mystery; Language: en; Overview: William of Baskerville investigates murders at a monastery, defying authority.),Movie 2475: 52 Pick-Up (Genres: Crime, Drama, Thriller; Language: en; Overview: Manufacturer faces blackmail over affair, jeopardizing wife’s political campaign.),Movie 2788: And Now for Something Completely Different (Genres: Comedy; Language: en; Overview: Film spin-off featuring favorite sketches from Monty Python's Flying Circus.),Movie 3682: Magnum Force (Genres: Action, Crime, Thriller; Language: en; Overview: Dirty Harry hunts rogue cops committing gruesome murders in San Francisco.),Movie 3814: Love and Death (Genres: History, Comedy; Language: en; Overview: Cowardly serf becomes hero in humorous Russian literature parody.)",,
1335,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 581: The Celluloid Closet (Genres: History, Documentary; Language: en; Overview: Documentary explores LGBT representation evolution and societal perceptions in cinema.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 898: The Philadelphia Story (Genres: Comedy, Romance; Language: en; Overview: Heiress Tracy Lord's wedding plans disrupted by ex-husband Dexter Haven.),Movie 1207: To Kill a Mockingbird (Genres: Crime, Drama; Language: en; Overview: Atticus Finch defends Tom Robinson; Scout learns about justice and humanity.),Movie 1394: Raising Arizona (Genres: Comedy, Crime; Language: en; Overview: Coen Brothers' absurd family story features a baby kidnapping chase.),Movie 2076: Blue Velvet (Genres: Crime, Drama, Mystery, Thriller; Language: en; Overview: Severed ear sparks investigation into kidnapped singer's child and criminals.),Movie 2692: Run Lola Run (Genres: Action, Drama, Thriller; Language: de; Overview: Lola must quickly raise money to save Manni from danger.),Movie 2788: And Now for Something Completely Different (Genres: Comedy; Language: en; Overview: Film spin-off featuring favorite sketches from Monty Python's Flying Circus.),Movie 3547: Prick Up Your Ears (Genres: Drama; Language: en; Overview: Biographical drama of playwright Joe Orton and his tumultuous relationship.)",,
1338,"Movie 21: Get Shorty (Genres: Comedy, Thriller, Crime; Language: en; Overview: Miami mobster Chili Palmer discovers Hollywood's similarities to organized crime.),Movie 147: The Basketball Diaries (Genres: Drama, Crime; Language: en; Overview: Jim Carroll's journey through drug addiction depicted in film adaptation.),Movie 1129: Escape from New York (Genres: Science Fiction, Action; Language: en; Overview: Manhattan prison holds criminals; soldier Snake Plissken must rescue President.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1249: La Femme Nikita (Genres: Action, Thriller; Language: fr; Overview: Beautiful felon becomes secret assassin after life sentence for murder.),Movie 1953: The French Connection (Genres: Action, Crime, Thriller; Language: en; Overview: Detective Doyle pursues a French dealer linked to heroin smuggling.),Movie 2527: Westworld (Genres: Action, Adventure, Drama, Horror, Science Fiction, Thriller, Western; Language: en; Overview: Wealthy patrons experience fantasies; chaos ensues with rogue robot.),Movie 2707: Arlington Road (Genres: Drama, Thriller, Mystery; Language: en; Overview: College professor's paranoia escalates with unsettling new neighbors' arrival.),Movie 3452: Romeo Must Die (Genres: Action, Crime, Thriller; Language: en; Overview: Two gangs vie for power in Oakland's docks, leading to betrayal.),Movie 3688: Porky's (Genres: Comedy; Language: en; Overview: In 1954, teens seek revenge on nightclub owner and sheriff.)",,
1339,"Movie 1193: One Flew Over the Cuckoo's Nest (Genres: Drama; Language: en; Overview: Randle McMurphy inspires mental hospital patients to rebel against Ratched.),Movie 1247: The Graduate (Genres: Drama; Language: en; Overview: Recent graduate entangled in love triangle with older woman, daughter.),Movie 1610: The Hunt for Red October (Genres: Action, Adventure, Thriller; Language: en; Overview: Soviet sub vanishes; U.S. Navy and CIA investigate possible intentions.),Movie 2470: Crocodile Dundee (Genres: Adventure, Comedy; Language: en; Overview: Crocodile Dundee navigates New York City, blending cultures humorously.),Movie 2571: The Matrix (Genres: Action, Science Fiction; Language: en; Overview: In the 22nd century, a hacker joins rebels against computers.),Movie 2692: Run Lola Run (Genres: Action, Drama, Thriller; Language: de; Overview: Lola must quickly raise money to save Manni from danger.),Movie 2797: Big (Genres: Fantasy, Drama, Comedy, Romance, Family; Language: en; Overview: Boy wishes to be big, wakes up as adult overnight.),Movie 2918: Ferris Bueller's Day Off (Genres: Comedy; Language: en; Overview: Ferris Bueller skips school in Chicago with friends and girlfriend.),Movie 3267: El Mariachi (Genres: Action, Crime, Thriller; Language: es; Overview: El Mariachi is mistaken for a killer in dangerous town.),Movie 3608: Pee-wee's Big Adventure (Genres: Adventure, Comedy; Language: en; Overview: Pee-wee Herman's bike theft leads to a quirky adventure.)",,
1340,"Movie 508: Philadelphia (Genres: Drama; Language: en; Overview: Two lawyers unite against AIDS discrimination, overcoming prejudice and corruption.),Movie 555: True Romance (Genres: Action, Thriller, Crime, Romance; Language: en; Overview: Clarence marries Alabama, steals cocaine, and faces vengeful pursuers.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2726: The Killing (Genres: Drama, Action, Thriller, Crime; Language: en; Overview: Kubrick's debut film established his unconventional directorial recognition in 1950s.),Movie 2739: The Color Purple (Genres: Drama; Language: en; Overview: Celie endures abuse, seeks love, and dreams of reunion.),Movie 3535: American Psycho (Genres: Thriller, Drama, Crime; Language: en; Overview: Investment banker conceals psychopathic alter ego while indulging fantasies.),Movie 3735: Serpico (Genres: Crime, Drama, History; Language: en; Overview: Honest NYC cop battles corruption within a flawed system.)",,
1343,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1129: Escape from New York (Genres: Science Fiction, Action; Language: en; Overview: Manhattan prison holds criminals; soldier Snake Plissken must rescue President.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 1963: Take the Money and Run (Genres: Comedy, Crime; Language: en; Overview: Virgil Starkwell: an inept bank robber's life and adventures.),Movie 2968: Time Bandits (Genres: Family, Fantasy, Science Fiction, Adventure, Comedy; Language: en; Overview: Kevin joins six dwarfs on time-traveling treasure adventures.),Movie 3075: Repulsion (Genres: Drama, Horror, Thriller; Language: en; Overview: Manicurist with androphobia experiences madness while alone in apartment.),Movie 3555: U-571 (Genres: Action, Drama, Thriller, War; Language: en; Overview: Allies seize opportunity to capture Enigma after U-boat SOS.),Movie 3814: Love and Death (Genres: History, Comedy; Language: en; Overview: Cowardly serf becomes hero in humorous Russian literature parody.),Movie 3925: Stranger Than Paradise (Genres: Comedy, Drama; Language: en; Overview: Hungarian émigrés Willie and Eddie navigate life with cousin Eva.)",,
1345,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 635: A Family Thing (Genres: Comedy, Drama; Language: en; Overview: Earl discovers his heritage and connects with estranged family.),Movie 1914: Smoke Signals (Genres: Drama, Comedy; Language: en; Overview: Thomas helps Victor retrieve his father's remains after Arnold's death.),Movie 2140: The Dark Crystal (Genres: Fantasy; Language: en; Overview: Gelfling seeks crystal shard to restore order and defeat Skeksis.),Movie 2502: Office Space (Genres: Comedy, Crime; Language: en; Overview: Three workers plot to embezzle money from their employers.),Movie 2836: Outside Providence (Genres: Romance, Comedy, Drama; Language: en; Overview: Tim's life changes at prep school after meeting Jane.),Movie 3108: The Fisher King (Genres: Comedy, Drama; Language: en; Overview: Two troubled men seek the Holy Grail to redeem themselves.),Movie 3129: Sweet and Lowdown (Genres: Comedy, Drama; Language: en; Overview: Comedic biopic about Emmett Ray, a flawed genius jazz guitarist.),Movie 3175: Galaxy Quest (Genres: Comedy, Family, Science Fiction; Language: en; Overview: 1970s sci-fi stars help aliens against oppressive regime in space.),Movie 3466: Heart and Souls (Genres: Fantasy, Drama, Comedy, Science Fiction, Romance; Language: en; Overview: Businessman reunites with childhood guardian angels for afterlife purpose.)",,
