user_id,groundtruth,top10_recommendations
3245,"[737, 131, 102, 2375, 167, 902, 632, 975, 1906, 341, 342, 1046, 438, 21, 1211, 382]","[2154, 2314, 2153, 1924, 787, 2422, 2115, 191, 246, 1817]"
3252,"[0, 2337, 1251, 1769, 139, 1163, 589, 752, 1427, 154, 1275]","[768, 1451, 577, 478, 382, 341, 191, 567, 218, 1868]"
3258,"[1, 778, 1419, 785, 278, 668, 541, 1836, 302, 186, 1210, 574, 66, 68, 1225, 594, 1625, 346, 989, 1886, 738, 359, 231, 1262, 495, 2419, 1403, 767]","[379, 1584, 1451, 738, 231, 1926, 778, 765, 541, 341]"
3259,"[100, 842, 2443, 748, 2122, 403, 1907, 309, 755, 2268, 1533, 1183]","[817, 1010, 765, 160, 31, 1776, 850, 740, 755, 379]"
3260,"[1280, 2049, 0, 899, 139, 780, 1421, 1422, 781, 145, 274, 1810, 786, 667, 1309, 2082, 1446, 1320, 168, 1068, 1459, 1205, 695, 189, 1861, 1480, 1361, 2392, 858, 91, 1758, 356, 742, 2409, 1131, 241, 753, 1141, 766]","[991, 495, 986, 139, 1810, 218, 2171, 1450, 189, 1827]"
3264,"[2144, 803, 1189, 165, 1735, 2090, 1451, 1885, 1040, 817, 309, 665, 1466, 379, 541]","[830, 541, 780, 31, 765, 165, 670, 1696, 1225, 1010]"
3265,"[768, 1795, 1931, 146, 1939, 1810, 1817, 31, 1570, 2087, 939, 695, 574, 1225, 850, 1624, 986, 1631, 1254, 1012, 760]","[1817, 189, 495, 191, 1451, 1784, 737, 1810, 986, 1030]"
3268,"[739, 1350, 2312, 1179, 748, 206, 785, 789, 379, 349, 382, 31]","[165, 1669, 206, 379, 739, 1584, 2339, 382, 740, 1926]"
3269,"[1696, 742, 2090, 1451, 782, 302, 206, 657, 1554, 1687, 349]","[541, 206, 189, 382, 478, 670, 740, 1810, 1451, 738]"
3270,"[1285, 774, 1669, 2314, 781, 1936, 657, 1687, 1177, 670, 2207, 38, 1458, 691, 690, 1842, 1977, 569, 1347, 581, 850, 1879, 731, 2146, 231, 1772, 1907, 1012, 627, 379, 1528, 506, 1019, 380]","[1470, 232, 91, 2271, 326, 845, 1451, 231, 537, 1738]"
3271,"[1537, 2052, 2053, 7, 1042, 2074, 37, 1592, 1089, 1609, 2124, 82, 1618, 91, 2146, 1639, 2153, 1645, 625, 1660, 661, 663, 1695, 1696, 674, 165, 1702, 1709, 2235, 2238, 1728, 2241, 737, 226, 2284, 1777, 755, 1272, 768, 1280, 1288, 1805, 782, 2319, 1808, 1297, 1298, 1299, 276, 806, 294, 1836, 1855, 321, 1858, 1861, 839, 842, 333, 335, 1871, 1361, 2393, 861, 1885, 1889, 1380, 1383, 1389, 1916, 894, 417, 1957, 1456, 1968, 1497, 1499, 989, 478, 1504]","[1695, 1499, 1092, 1205, 1885, 338, 165, 418, 1138, 318]"
3276,"[0, 197, 167, 1257, 1131, 1612, 830, 755, 1907, 1205, 759, 1624, 154, 987, 478]","[189, 737, 218, 2270, 382, 1010, 774, 830, 478, 760]"
3279,"[773, 2183, 13, 1939, 791, 1049, 285, 2093, 1454, 189, 1342, 577, 1624, 351, 2143, 2285, 2286, 240, 627, 893, 767]","[139, 189, 780, 627, 382, 165, 777, 1225, 1030, 1451]"
3280,"[2306, 780, 1806, 784, 1042, 791, 924, 802, 2108, 204, 975, 341, 1370, 1760, 1251, 740, 755, 627, 765]","[837, 627, 765, 2165, 780, 1554, 975, 245, 206, 43]"
3282,"[1926, 1810, 148, 22, 165, 1448, 2089, 829, 1600, 578, 1735, 1237, 349, 2269, 1889, 1762, 739, 744, 747]","[541, 578, 379, 165, 349, 1251, 572, 657, 740, 748]"
3284,"[1280, 2048, 2050, 1668, 1157, 1669, 904, 10, 2442, 14, 784, 1946, 668, 927, 32, 1327, 1584, 1077, 1975, 1339, 1470, 63, 577, 325, 1097, 1866, 843, 850, 87, 344, 857, 91, 220, 2270, 100, 1129, 2026, 748, 1774, 2422]","[2144, 382, 1669, 817, 1010, 774, 1451, 1972, 737, 740]"
3291,"[2306, 1795, 1412, 647, 776, 7, 1161, 1803, 780, 1806, 1167, 1934, 145, 786, 1947, 2337, 674, 1828, 1451, 300, 686, 690, 1331, 691, 1975, 189, 574, 2302, 576, 1345, 1981, 1347, 452, 1733, 579, 583, 1482, 1995, 1228, 1744, 2129, 722, 2259, 1876, 341, 596, 856, 728, 2265, 987, 2271, 1248, 742, 1767, 102, 617, 1769, 1515, 615, 1389, 622, 621, 878, 624, 2285, 627, 238, 757, 1910, 2166, 1907, 760, 2300, 1278, 767]","[567, 1171, 573, 574, 768, 594, 2049, 845, 587, 760]"
3294,"[2339, 1509, 1638, 2151, 1451, 1784, 2009, 2170, 1916, 1630]","[2339, 1784, 2151, 1451, 2314, 2226, 1629, 1926, 2082, 2312]"
3295,"[1472, 1697, 1669, 1419, 139, 2349, 1905, 1205, 1784, 1179]","[359, 1885, 1635, 1669, 136, 2334, 1784, 1639, 1630, 1139]"
3298,"[1413, 1669, 1929, 780, 1422, 786, 789, 1817, 1178, 795, 667, 1694, 2082, 1317, 2091, 1451, 304, 50, 953, 830, 191, 190, 326, 327, 1481, 1624, 344, 730, 989, 605, 736, 740, 1896, 1257, 754, 1907, 882, 761, 1274, 1790]","[830, 189, 1451, 968, 382, 206, 1447, 341, 572, 191]"
3299,"[768, 2048, 1795, 1413, 903, 784, 785, 914, 1939, 1938, 789, 662, 1687, 1947, 1691, 2333, 799, 2082, 674, 1839, 690, 829, 72, 841, 975, 730, 1244, 2012, 1503, 1760, 1762, 1252, 1257, 762, 2299]","[784, 761, 657, 478, 2048, 189, 777, 768, 577, 31]"
3300,"[2308, 1927, 12, 148, 1173, 1176, 31, 288, 802, 2093, 828, 704, 577, 576, 195, 196, 968, 857, 2010, 1756, 95, 2017, 1636, 1766, 742, 1257, 1390, 2287, 752, 750, 2418, 884, 760, 1405]","[632, 1827, 787, 760, 189, 986, 191, 218, 495, 1817]"
3303,"[1600, 1760, 578, 745, 618, 1163, 817, 722, 823, 2143]","[541, 2049, 780, 784, 738, 478, 760, 574, 341, 1687]"
3304,"[226, 975, 1010, 403, 306, 1974, 1079, 1784, 186, 1756]","[206, 1451, 1361, 1669, 218, 1907, 2312, 191, 189, 1784]"
3307,"[1926, 391, 775, 1419, 525, 1299, 22, 791, 2076, 1183, 31, 163, 165, 422, 38, 553, 43, 176, 1719, 1848, 1466, 1342, 1225, 842, 204, 335, 464, 338, 349, 1759, 1760, 356, 101, 740, 744, 1264, 626, 1397, 1016, 378, 382]","[66, 1974, 1885, 245, 1389, 1068, 1584, 1972, 1055, 2075]"
3308,"[773, 1287, 2184, 140, 924, 797, 1311, 1183, 2339, 2090, 1451, 1835, 1972, 1848, 189, 705, 838, 839, 1741, 462, 857, 1251, 231, 1128, 756, 380, 1532]","[780, 1317, 2090, 765, 231, 2165, 670, 1215, 627, 740]"
3310,"[1154, 1156, 1157, 1669, 526, 914, 789, 922, 26, 542, 289, 290, 1448, 1068, 2093, 2226, 309, 1206, 1207, 695, 1979, 829, 450, 1483, 204, 1744, 338, 989, 1249, 738, 740, 1381, 2152, 619, 751, 499, 755, 1402, 765, 127]","[136, 1208, 1154, 43, 1654, 299, 1215, 1117, 1206, 1068]"
3311,"[0, 2, 1926, 1035, 139, 1932, 1295, 1296, 1554, 1300, 29, 1184, 2339, 2045, 1842, 1848, 2113, 450, 2380, 1487, 2385, 82, 2389, 85, 989, 736, 739, 232, 745, 1010, 1785, 1661, 382, 767]","[1677, 991, 2408, 2116, 285, 2389, 2171, 139, 1004, 1741]"
3312,"[2050, 774, 778, 780, 1296, 1299, 662, 1687, 1691, 31, 930, 1451, 817, 1459, 823, 462, 2008, 349, 989, 359, 875, 2285, 111, 1907, 2165, 1784, 762, 1531, 1534]","[541, 780, 478, 817, 206, 578, 2144, 1310, 1776, 1451]"
3313,"[1280, 1539, 785, 662, 1687, 541, 31, 1570, 694, 695, 572, 1350, 842, 2125, 2008, 731, 739, 2278, 1004, 620, 751, 1265, 2297, 2298]","[1208, 1205, 1430, 2090, 1004, 688, 2284, 1760, 1317, 121]"
3314,"[2048, 608, 1730, 1890, 359, 542, 778, 780, 1516, 1042, 789, 1975, 26, 349, 222]","[1885, 206, 1225, 160, 165, 359, 780, 1402, 245, 139]"
3316,"[1669, 1926, 231, 2185, 1777, 222, 1429, 341, 1530, 379, 349, 478]","[379, 780, 541, 206, 748, 740, 627, 1669, 1584, 1205]"
3319,"[14, 2066, 1554, 1428, 1451, 1205, 705, 1867, 206, 975, 857, 1499, 873, 617, 624, 1779, 627, 1907, 1020, 765, 1662]","[1154, 1885, 318, 226, 499, 418, 975, 1205, 837, 1004]"
3320,"[1696, 2112, 1922, 1251, 1733, 745, 2125, 2285, 1493, 1174, 1687, 1877, 1691]","[765, 670, 165, 740, 2090, 777, 379, 478, 2125, 657]"
3326,"[769, 1030, 1419, 1041, 1810, 19, 1049, 31, 418, 930, 1828, 1571, 1447, 1450, 1077, 823, 183, 1211, 968, 1225, 1101, 209, 1624, 857, 1370, 856, 991, 1248, 1760, 1123, 1516, 237, 112, 754, 628, 382]","[1810, 1010, 2339, 31, 1669, 1926, 165, 1225, 1866, 382]"
3327,"[2324, 157, 2082, 302, 944, 311, 1976, 1977, 316, 2109, 1349, 326, 454, 342, 343, 859, 1124, 232, 1007, 124, 1521, 497, 1020]","[1738, 856, 506, 232, 2166, 1885, 904, 326, 1470, 845]"
3332,"[2178, 1030, 777, 2442, 1687, 666, 1183, 1570, 165, 1836, 943, 2362, 189, 1751, 2008, 1760, 753, 1784, 2171]","[359, 1784, 1810, 1669, 379, 165, 382, 31, 189, 765]"
3335,"[1124, 7, 1451, 1935, 1584, 1842, 914, 1810, 562, 1010, 183, 856, 380, 924]","[817, 1208, 541, 2165, 780, 670, 1317, 2090, 1202, 1205]"
3338,"[2144, 737, 738, 1696, 806, 1927, 748, 341, 662, 438, 1784, 382, 1183]","[1451, 382, 341, 165, 1669, 189, 740, 830, 231, 670]"
3339,"[742, 2375, 1451, 1906, 2227, 244, 1397, 309, 1949, 382]","[206, 780, 379, 1451, 627, 1669, 765, 739, 231, 1738]"
3340,"[165, 1322, 2314, 830, 665, 726, 1046, 1817, 2174, 924, 317, 1886]","[1817, 830, 206, 986, 1030, 382, 1010, 1447, 341, 1638]"
3344,"[1889, 2050, 1157, 231, 1687, 844, 1389, 1935, 2259, 119, 1205, 55, 1242, 2363, 1885]","[1205, 1215, 1836, 1499, 2090, 2165, 1591, 1004, 231, 1584]"
3345,"[0, 2178, 1795, 780, 657, 789, 1174, 668, 1821, 669, 1451, 2093, 1344, 1729, 2114, 576, 577, 857, 730, 349, 2270, 2143, 1251, 1257, 1771, 747, 624]","[577, 576, 784, 2299, 541, 1939, 2049, 572, 1166, 1174]"
3348,"[738, 740, 422, 780, 1042, 1205, 213, 247, 91, 830]","[1885, 165, 975, 245, 780, 379, 837, 226, 1205, 2226]"
3352,"[0, 1024, 2050, 1804, 1421, 1554, 914, 1174, 794, 2087, 2349, 2351, 1584, 695, 2235, 189, 841, 1760, 738, 359, 754, 243, 382]","[359, 206, 954, 1885, 1554, 160, 231, 1669, 1447, 740]"
3355,"[2049, 776, 780, 1166, 1171, 663, 665, 541, 800, 1322, 2171, 2351, 433, 823, 1978, 574, 1214, 586, 594, 722, 349, 1378, 2285, 755, 759, 1530, 379, 1660]","[541, 2049, 765, 777, 2125, 850, 349, 784, 776, 759]"
3357,"[7, 1183, 418, 674, 1828, 309, 1974, 183, 318, 63, 2114, 1092, 454, 850, 91, 222, 739, 359, 382]","[573, 383, 245, 574, 1470, 845, 837, 856, 165, 1974]"
3358,"[579, 484, 778, 784, 2354, 146, 1624, 924, 989, 31]","[341, 784, 382, 780, 206, 1451, 189, 670, 740, 165]"
3360,"[1280, 2050, 770, 1380, 777, 1274, 1466, 17, 755, 1370, 572]","[777, 2165, 627, 837, 1205, 1206, 755, 850, 541, 1554]"
3362,"[1157, 7, 2184, 1288, 1035, 781, 16, 145, 1459, 182, 64, 1092, 206, 466, 1879, 1886, 1386, 1131, 624, 1138, 2164, 756, 2166, 634, 1407]","[856, 1470, 347, 989, 1389, 1974, 1609, 904, 830, 1179]"
3364,"[1154, 2050, 904, 1035, 1293, 1297, 659, 1299, 670, 800, 1570, 938, 1451, 1205, 694, 73, 1225, 1355, 332, 205, 1497, 1114, 1759, 1760, 2149, 1004, 2157, 1904, 1138, 1907, 2164, 2165, 379]","[1885, 1211, 165, 1154, 780, 231, 379, 245, 318, 670]"
3366,"[2048, 387, 1923, 1795, 771, 1927, 1162, 1167, 1937, 1939, 792, 154, 667, 1180, 1054, 2337, 674, 1317, 806, 2087, 568, 1729, 2114, 1219, 1859, 1992, 712, 585, 78, 724, 858, 2143, 2272, 1769, 1650, 1910, 1661]","[760, 576, 1939, 1872, 690, 1170, 1795, 154, 2049, 795]"
3370,"[1024, 1669, 1927, 778, 1169, 914, 1810, 1047, 795, 667, 669, 31, 165, 828, 829, 572, 1731, 1221, 327, 208, 341, 344, 740, 101, 364, 1390, 752, 1910, 763]","[495, 830, 191, 218, 31, 1810, 761, 206, 784, 341]"
3373,"[768, 1729, 740, 774, 1389, 302, 2319, 1906, 1778, 857, 762, 91, 1756, 572, 575]","[780, 1687, 1810, 541, 1317, 670, 189, 478, 1696, 857]"
3376,"[1888, 578, 996, 1417, 107, 1101, 1518, 1710, 274, 1719, 1406]","[1417, 639, 1137, 1154, 333, 1207, 121, 1518, 1370, 499]"
3377,"[0, 2, 651, 780, 1295, 1946, 954, 1219, 850, 722, 1237, 1239, 1243, 2144, 1124, 1513, 2409, 626, 2298, 383]","[206, 1225, 1451, 780, 382, 341, 739, 778, 31, 1810]"
3379,"[393, 1801, 782, 667, 31, 2351, 1974, 575, 705, 1859, 1861, 1862, 2247, 1868, 850, 728, 730, 2270, 223, 1760, 1889, 737, 101, 1389, 1778, 1651, 763, 765]","[777, 2049, 2090, 737, 784, 2093, 663, 1347, 759, 670]"
3383,"[1183, 1317, 1287, 936, 780, 2157, 2259, 760, 1023, 95]","[478, 2049, 777, 737, 577, 760, 784, 768, 657, 759]"
3386,"[769, 165, 1147, 364, 1169, 1554, 755, 2356, 2299, 1374]","[189, 1810, 1010, 737, 495, 1403, 1784, 1451, 341, 2409]"
3388,"[1280, 0, 1684, 794, 670, 809, 1450, 1983, 1989, 1225, 2125, 380, 739, 231, 748, 1776, 625, 755, 1784, 761, 1916]","[206, 165, 780, 670, 1225, 22, 740, 341, 748, 739]"
3389,"[1415, 2312, 1419, 1934, 1939, 1171, 1179, 670, 1953, 674, 1468, 574, 578, 2114, 1874, 728, 474, 2271, 2272, 1254, 2282, 1259, 749, 2031, 497]","[761, 1170, 2049, 2271, 798, 577, 1861, 722, 2337, 2143]"
3390,"[1, 6, 16, 22, 2077, 31, 2082, 43, 562, 573, 63, 64, 1614, 91, 98, 611, 100, 101, 1642, 1130, 624, 1139, 2165, 640, 2178, 663, 1176, 664, 156, 1183, 2207, 2215, 679, 1202, 1205, 1206, 189, 2237, 1216, 1225, 2259, 1237, 733, 2271, 226, 1250, 743, 746, 753, 754, 241, 760, 761, 764, 1277, 1276, 1795, 2308, 1295, 1810, 276, 277, 791, 793, 1818, 797, 2349, 1839, 315, 316, 1851, 1854, 832, 837, 1349, 842, 330, 1875, 1364, 1877, 854, 855, 2392, 1880, 857, 1883, 1372, 1885, 344, 1370, 1879, 1380, 1383, 878, 376, 1402, 893, 383, 904, 2442, 914, 403, 1433, 418, 422, 1447, 438, 1465, 1979, 963, 964, 461, 1010]","[1206, 139, 1055, 1299, 1030, 1447, 1402, 914, 878, 2207]"
3392,"[1856, 578, 739, 478, 2053, 776, 1451, 2286, 1778, 1779, 1554, 309, 726, 850, 665, 1530, 1214]","[165, 850, 777, 670, 2165, 780, 1205, 379, 2125, 748]"
3393,"[2304, 768, 2049, 774, 2183, 776, 1168, 2323, 1173, 792, 1696, 2337, 2097, 309, 695, 704, 1219, 2124, 850, 726, 1624, 857, 1370, 740, 742, 1767, 1776, 1777, 1778, 755, 627, 379, 762, 2299, 2302]","[541, 2299, 1310, 2124, 2270, 723, 31, 1810, 2049, 576]"
3399,"[2050, 774, 780, 1554, 1434, 1577, 1456, 1584, 1462, 695, 183, 829, 206, 975, 1499, 1776, 755, 380, 382, 2047]","[837, 1205, 1885, 2165, 1211, 975, 499, 1554, 318, 1154]"
3400,"[1793, 1154, 2306, 2053, 6, 1669, 1416, 765, 1808, 1297, 1042, 658, 1175, 1691, 541, 797, 2207, 165, 1206, 567, 1211, 2237, 829, 68, 1867, 1877, 213, 1499, 2268, 738, 740, 1642, 754, 499, 761, 1020, 2045]","[165, 765, 2165, 738, 1776, 2125, 740, 688, 204, 2237]"
3401,"[1166, 1169, 541, 799, 674, 695, 2232, 570, 1855, 2112, 705, 2114, 582, 589, 1233, 1889, 738, 2151, 2282, 364, 1390, 624, 753, 1650, 1651]","[760, 737, 567, 541, 1251, 770, 657, 2049, 791, 1687]"
3402,"[267, 139, 16, 280, 1817, 154, 800, 165, 309, 183, 954, 829, 318, 68, 1862, 1225, 206, 478, 737, 237, 754, 243, 757, 765, 894]","[765, 165, 1205, 627, 740, 309, 748, 2165, 670, 2125]"
3407,"[1696, 738, 1862, 1064, 746, 780, 1454, 594, 1779, 2324, 1205, 857, 1210, 765]","[765, 165, 1205, 780, 738, 309, 1584, 2165, 670, 541]"
3409,"[2049, 1156, 1668, 1030, 1926, 1292, 1040, 1041, 17, 1554, 148, 1687, 155, 285, 670, 31, 2340, 165, 1447, 1451, 817, 825, 579, 327, 458, 2385, 466, 87, 857, 346, 989, 478, 736, 1380, 1636, 2413, 368, 2161, 2418, 1265, 2419, 1784, 763]","[780, 989, 1451, 218, 206, 670, 1696, 739, 26, 495]"
3410,"[2017, 1221, 782, 495, 750, 1394, 754, 1972, 1016, 761, 349, 830]","[817, 2144, 765, 780, 1310, 670, 379, 738, 382, 160]"
3411,"[0, 6, 779, 781, 16, 1554, 914, 22, 662, 155, 160, 1317, 806, 39, 168, 688, 438, 1848, 841, 2124, 204, 1877, 2008, 856, 1760, 738, 740, 2150, 231, 359, 2409, 873, 123, 748, 1645, 2287, 245, 118, 1784, 379, 1021, 383]","[206, 1225, 1669, 165, 379, 341, 1554, 1784, 1451, 765]"
3412,"[705, 1953, 742, 1898, 2125, 750, 1421, 1810, 1395, 1427, 2297, 667, 1983]","[760, 1451, 189, 1810, 768, 31, 12, 632, 1907, 780]"
3413,"[1280, 1, 2319, 914, 1042, 2339, 422, 1068, 2226, 1459, 1225, 204, 2125, 844, 213, 1625, 1370, 100, 231, 748, 109, 1776, 638]","[837, 1885, 1417, 318, 1805, 1124, 2165, 6, 1988, 1370]"
3414,"[1419, 2319, 16, 663, 1691, 2339, 1709, 1211, 454, 1741, 856, 857, 349, 1889, 1906, 627, 2164, 1276, 2047]","[1696, 26, 989, 1687, 857, 856, 382, 1004, 232, 139]"
3415,"[2306, 1154, 1668, 1539, 1030, 263, 1926, 1675, 1049, 157, 1183, 1570, 2339, 930, 1573, 1060, 1579, 172, 1326, 1980, 189, 206, 850, 1368, 1886, 356, 100, 1386, 1130, 112, 1021, 382]","[1885, 639, 499, 1248, 318, 954, 1154, 226, 638, 975]"
3416,"[576, 1219, 1647, 1423, 2353, 754, 788, 2230, 26, 1147, 541]","[760, 737, 2270, 478, 1827, 577, 572, 189, 768, 154]"
3417,"[738, 2339, 1925, 231, 999, 936, 330, 12, 748, 914, 1875, 564, 667, 733, 670]","[218, 2419, 1817, 976, 991, 1447, 989, 1756, 1403, 830]"
3419,"[773, 1030, 1927, 1932, 12, 17, 914, 1299, 1691, 924, 668, 1310, 2087, 1068, 1202, 823, 1222, 454, 978, 2007, 2406, 754]","[495, 1030, 382, 341, 139, 1225, 1810, 740, 359, 1447]"
3421,"[1282, 1419, 1293, 782, 1294, 16, 791, 801, 806, 1577, 1790, 1205, 1350, 1225, 1356, 342, 1881, 739, 359, 2157, 633, 764, 2046, 383]","[780, 1317, 740, 670, 541, 739, 478, 765, 379, 784]"
3422,"[1669, 390, 139, 1300, 1691, 924, 1183, 2339, 1317, 1451, 695, 1208, 2112, 1092, 1225, 330, 850, 2130, 2009, 738, 356, 740, 2409, 2411, 1776, 1394, 755, 1790]","[780, 740, 627, 245, 379, 778, 1451, 738, 1669, 206]"
3424,"[770, 1157, 765, 778, 144, 1041, 1046, 1687, 791, 278, 22, 667, 1049, 541, 157, 2087, 1972, 1206, 1982, 832, 1091, 1862, 344, 857, 858, 1758, 351, 1635, 2150, 1255, 1896, 748, 241, 1016, 2045]","[1447, 218, 139, 495, 31, 857, 541, 359, 774, 1810]"
3427,"[1169, 1177, 795, 798, 1055, 288, 801, 803, 1580, 2094, 438, 191, 1734, 1879, 347, 478, 1907, 2166, 2302, 767]","[341, 382, 232, 206, 856, 189, 541, 218, 1030, 573]"
3429,"[1925, 1416, 780, 1656, 781, 2191, 16, 1173, 1175, 571, 574, 830, 2112, 321, 588, 206, 94, 738, 1251, 760, 882, 2422, 632, 1791]","[761, 830, 218, 382, 232, 1179, 1347, 856, 737, 663]"
3433,"[1675, 1554, 22, 165, 422, 43, 1068, 183, 705, 2113, 837, 966, 325, 206, 2135, 989, 356, 495, 1021]","[2339, 1554, 1926, 165, 1709, 765, 780, 309, 938, 2226]"
3434,"[738, 740, 806, 232, 585, 778, 748, 780, 1454, 1068, 1168, 1875, 347, 1723, 574]","[2090, 765, 738, 850, 740, 1776, 2125, 670, 784, 780]"
3435,"[2208, 1570, 357, 1450, 2252, 1454, 1618, 2390, 663, 2269, 1785, 2042, 22, 349, 857]","[1776, 765, 541, 165, 2314, 206, 850, 2339, 670, 1669]"
3437,"[231, 778, 1624, 670, 2349, 1810, 1972, 1784, 379, 1758]","[1810, 1451, 2312, 2339, 1926, 139, 780, 1784, 739, 1669]"
3440,"[26, 739, 806, 1451, 1068, 206, 1042, 754, 2422, 922, 2363, 383]","[206, 382, 1451, 1225, 245, 830, 780, 91, 1907, 189]"
3441,"[160, 382, 740, 1317, 744, 670, 206, 1296, 349, 1790]","[379, 780, 165, 206, 2339, 1926, 765, 670, 1810, 739]"
3444,"[0, 771, 739, 1317, 1251, 196, 580, 1767, 1668, 587, 751, 1264, 1617, 1810, 2097, 761, 31]","[1624, 189, 1784, 1810, 2312, 1010, 986, 737, 495, 1817]"
3449,"[2273, 1091, 1030, 231, 186, 13, 16, 1361, 1010, 113, 914, 278, 1719, 1402, 380, 189]","[160, 338, 1202, 1402, 1970, 1885, 1010, 1339, 683, 1447]"
3450,"[2017, 26, 1157, 102, 1669, 1131, 748, 1626, 1276, 989]","[139, 1451, 989, 189, 206, 1030, 26, 1669, 830, 341]"
3452,"[2050, 1669, 742, 2248, 1417, 695, 1867, 784, 1816, 1042, 754, 2356, 342, 1047, 728]","[541, 817, 1202, 1010, 22, 379, 341, 1225, 160, 738]"
3453,"[288, 1889, 2115, 100, 231, 135, 1129, 91, 172, 13, 1296, 309, 662, 2008, 379, 2108, 157]","[830, 341, 165, 189, 1402, 856, 1848, 379, 231, 1361]"
3456,"[2082, 1669, 936, 2095, 726, 189, 342, 1402, 2043, 285, 1758, 31]","[382, 189, 341, 830, 541, 31, 737, 1010, 1669, 1451]"
3457,"[1668, 997, 2181, 2312, 265, 139, 651, 462, 624, 1976, 2042, 127, 1470, 1023]","[1907, 2172, 856, 26, 383, 1932, 2153, 1014, 232, 1470]"
3461,"[647, 1293, 914, 662, 154, 1179, 541, 2334, 160, 1696, 1317, 2087, 1450, 1836, 309, 183, 830, 578, 845, 205, 2392, 1374, 351, 737, 2406, 744, 1516, 495, 1010, 1653, 1016, 762, 383]","[830, 26, 1055, 351, 1974, 1389, 383, 1696, 1972, 989]"
3463,"[774, 2187, 13, 914, 1427, 533, 662, 665, 922, 26, 290, 1447, 1980, 325, 1365, 87, 728, 347, 859, 735, 2024, 233, 884, 1784, 379, 639]","[1402, 341, 1784, 189, 160, 1817, 2144, 1447, 1927, 739]"
3468,"[2048, 0, 1793, 1668, 1669, 1926, 778, 1935, 1687, 541, 160, 1916, 1449, 43, 1584, 1459, 1211, 829, 1858, 1225, 1358, 975, 738, 1255, 615, 1259, 624, 2033, 1906, 2290, 1777, 761, 380, 382]","[670, 738, 541, 165, 740, 748, 1459, 2125, 784, 309]"
3470,"[769, 1538, 1030, 775, 778, 139, 1554, 403, 22, 1175, 662, 1049, 794, 801, 38, 806, 1326, 1073, 2227, 1205, 695, 569, 1854, 63, 1220, 968, 1225, 458, 204, 2389, 728, 856, 1880, 91, 1886, 1760, 740, 2409, 1130, 755, 627, 759, 895]","[139, 1402, 1784, 1225, 1669, 2144, 1518, 1810, 1523, 1696]"
3472,"[2082, 1347, 541, 1030, 12, 140, 1691, 754, 1179, 796, 2045]","[245, 1451, 382, 1030, 830, 837, 341, 1669, 1907, 1470]"
3473,"[2178, 903, 1168, 17, 1697, 1322, 2093, 1987, 579, 331, 715, 737, 1636, 101, 744, 752, 759, 760, 761]","[737, 760, 1810, 189, 768, 541, 1451, 2270, 495, 2312]"
3474,"[2178, 1412, 777, 778, 2319, 1810, 662, 1691, 2333, 798, 165, 1451, 1339, 189, 830, 196, 326, 327, 1609, 2124, 338, 2017, 228, 1638, 742, 1515, 1906, 2164, 1141, 1407]","[830, 964, 218, 761, 968, 91, 176, 1339, 985, 1079]"
3475,"[1024, 0, 771, 1929, 1805, 782, 1806, 1296, 657, 1178, 1821, 1443, 165, 422, 1831, 1319, 1454, 1327, 1326, 576, 577, 579, 2244, 1733, 1609, 1738, 586, 333, 1872, 2130, 1621, 1499, 227, 102, 742, 2150, 747, 1774, 624, 755, 760, 2046]","[784, 663, 776, 1205, 850, 782, 574, 1777, 318, 761]"
3476,"[1728, 2209, 1731, 1251, 36, 454, 2182, 573, 2089, 1259, 1451, 1937, 594, 1971, 220, 29]","[232, 1451, 12, 567, 989, 1907, 218, 1855, 2172, 167]"
3480,"[740, 165, 774, 1256, 1210, 778, 1450, 940, 746, 1296, 2193, 658, 723, 799, 986, 1886, 1151]","[1810, 189, 541, 31, 478, 206, 1450, 572, 1010, 495]"
3482,"[1416, 2184, 777, 1932, 781, 1806, 1808, 1938, 663, 26, 795, 1821, 1949, 541, 1569, 417, 2339, 806, 2089, 938, 1580, 2226, 1205, 695, 184, 183, 186, 1475, 1989, 1222, 1734, 841, 1741, 1101, 464, 2259, 723, 341, 854, 1879, 1624, 726, 218, 87, 1756, 988, 91, 2017, 2150, 2151, 2026, 1515, 2284, 1006, 753, 1777, 755, 759, 764, 382]","[765, 541, 165, 1554, 1205, 837, 206, 226, 755, 777]"
3486,"[640, 768, 1168, 1784, 914, 26, 794, 2339, 570, 189, 195, 2244, 1219, 1866, 975, 721, 850, 728, 478, 740, 1131, 632, 1277, 766]","[189, 206, 986, 478, 830, 2270, 154, 1451, 1827, 765]"
3489,"[771, 1795, 778, 1810, 662, 1047, 2082, 165, 806, 2087, 574, 577, 1347, 579, 1350, 72, 587, 594, 341, 731, 750, 632, 762]","[478, 737, 577, 1810, 765, 1251, 1827, 22, 572, 2049]"
3490,"[1539, 645, 774, 139, 1293, 1806, 1296, 914, 278, 791, 282, 797, 1406, 1279, 1828, 1188, 167, 2089, 298, 1836, 429, 1072, 1459, 1079, 1339, 63, 2115, 2374, 1101, 461, 205, 845, 1361, 1618, 854, 1880, 986, 859, 1248, 1760, 226, 100, 870, 2150, 1642, 1906, 755, 1012, 247, 1784, 379, 894, 1023]","[1154, 1885, 499, 1206, 837, 1211, 1205, 975, 226, 627]"
3492,"[738, 2370, 740, 231, 2248, 748, 1777, 1779, 755, 627, 1975, 1499, 572, 2238]","[765, 541, 738, 776, 784, 2125, 688, 740, 2323, 748]"
